    35.000000    6.000000      5    5.756500    0.007587   10.137320    0.010068    1.761021    0.002906
    35.000000    6.000000     15    3.689020    0.006074    3.698090    0.006081    1.002459    0.002333
    35.000000    6.000000     25    1.374370    0.003707    0.915710    0.003026    0.666276    0.002842
    35.000000    6.000000     35    0.450660    0.002123    0.241470    0.001554    0.535814    0.004273
    35.000000    6.000000     45    0.147980    0.001216    0.071730    0.000847    0.484728    0.006974
    35.000000    6.000000     55    0.053420    0.000731    0.022980    0.000479    0.430176    0.010732
    35.000000    6.000000     65    0.017650    0.000420    0.007210    0.000269    0.408499    0.018055
    35.000000    6.000000     75    0.006080    0.000247    0.002480    0.000157    0.407895    0.030733
    35.000000    6.000000     85    0.002310    0.000152    0.000610    0.000078    0.264069    0.038014
    35.000000    6.000000     95    0.000850    0.000092    0.000280    0.000053    0.329412    0.071778
    35.000000    6.000000    105    0.000320    0.000057    0.000070    0.000026    0.218750    0.091276
    35.000000    6.000000    115    0.000070    0.000026    0.000000    0.000000    0.000000    0.000000
    35.000000    6.000000    125    0.000000    0.000000    0.000020    0.000014    Infinity    Infinity
    35.000000    6.000000    135    0.000000    0.000000    0.000000    0.000000         NaN         NaN
    35.000000    6.000000    145    0.000000    0.000000    0.000000    0.000000         NaN         NaN
    35.000000    6.000000    155    0.000000    0.000000    0.000010    0.000010    Infinity    Infinity
    35.000000    6.000000    165    0.000000    0.000000    0.000000    0.000000         NaN         NaN
    35.000000    6.000000    175    0.000000    0.000000    0.000000    0.000000         NaN         NaN
    35.000000    6.000000    185    0.000000    0.000000    0.000000    0.000000         NaN         NaN
    35.000000    6.000000    195    0.000000    0.000000    0.000000    0.000000         NaN         NaN
