    35.000000    6.000000      5    5.643530    0.007512   10.685500    0.010337    1.893407    0.003116
    35.000000    6.000000     15    3.098150    0.005566    4.631050    0.006805    1.494779    0.003469
    35.000000    6.000000     25    1.098860    0.003315    1.252330    0.003539    1.139663    0.004711
    35.000000    6.000000     35    0.342250    0.001850    0.330800    0.001819    0.966545    0.007452
    35.000000    6.000000     45    0.103060    0.001015    0.094460    0.000972    0.916553    0.013056
    35.000000    6.000000     55    0.031480    0.000561    0.029630    0.000544    0.941233    0.024092
    35.000000    6.000000     65    0.009910    0.000315    0.009850    0.000314    0.993946    0.044720
    35.000000    6.000000     75    0.002880    0.000170    0.003310    0.000182    1.149306    0.092613
    35.000000    6.000000     85    0.000910    0.000095    0.000860    0.000093    0.945055    0.142126
    35.000000    6.000000     95    0.000340    0.000058    0.000220    0.000047    0.647059    0.177046
    35.000000    6.000000    105    0.000080    0.000028    0.000150    0.000039    1.875000    0.820870
    35.000000    6.000000    115    0.000000    0.000000    0.000070    0.000026    Infinity    Infinity
    35.000000    6.000000    125    0.000010    0.000010    0.000010    0.000010    1.000000    1.414214
    35.000000    6.000000    135    0.000010    0.000010    0.000000    0.000000    0.000000    0.000000
    35.000000    6.000000    145    0.000000    0.000000    0.000010    0.000010    Infinity    Infinity
    35.000000    6.000000    155    0.000000    0.000000    0.000000    0.000000         NaN         NaN
    35.000000    6.000000    165    0.000000    0.000000    0.000000    0.000000         NaN         NaN
    35.000000    6.000000    175    0.000000    0.000000    0.000000    0.000000         NaN         NaN
    35.000000    6.000000    185    0.000000    0.000000    0.000000    0.000000         NaN         NaN
    35.000000    6.000000    195    0.000000    0.000000    0.000000    0.000000         NaN         NaN
