    35.000000    6.000000      5    5.552530    0.007452   10.523140    0.010258    1.895197    0.003144
    35.000000    6.000000     15    3.093030    0.005562    4.479950    0.006693    1.448402    0.003386
    35.000000    6.000000     25    1.099870    0.003316    1.188910    0.003448    1.080955    0.004522
    35.000000    6.000000     35    0.340910    0.001846    0.310800    0.001763    0.911678    0.007150
    35.000000    6.000000     45    0.102070    0.001010    0.088810    0.000942    0.870089    0.012626
    35.000000    6.000000     55    0.030080    0.000548    0.027580    0.000525    0.916888    0.024172
    35.000000    6.000000     65    0.009900    0.000315    0.008840    0.000297    0.892929    0.041320
    35.000000    6.000000     75    0.003390    0.000184    0.002650    0.000163    0.781711    0.064098
    35.000000    6.000000     85    0.001080    0.000104    0.001000    0.000100    0.925926    0.128498
    35.000000    6.000000     95    0.000320    0.000057    0.000270    0.000052    0.843750    0.220487
    35.000000    6.000000    105    0.000100    0.000032    0.000090    0.000030    0.900000    0.413521
    35.000000    6.000000    115    0.000000    0.000000    0.000030    0.000017    Infinity    Infinity
    35.000000    6.000000    125    0.000000    0.000000    0.000010    0.000010    Infinity    Infinity
    35.000000    6.000000    135    0.000000    0.000000    0.000010    0.000010    Infinity    Infinity
    35.000000    6.000000    145    0.000000    0.000000    0.000000    0.000000         NaN         NaN
    35.000000    6.000000    155    0.000000    0.000000    0.000000    0.000000         NaN         NaN
    35.000000    6.000000    165    0.000000    0.000000    0.000000    0.000000         NaN         NaN
    35.000000    6.000000    175    0.000000    0.000000    0.000000    0.000000         NaN         NaN
    35.000000    6.000000    185    0.000000    0.000000    0.000000    0.000000         NaN         NaN
    35.000000    6.000000    195    0.000000    0.000000    0.000000    0.000000         NaN         NaN
