    35.000000    6.000000      5    5.807760    0.007621   10.731040    0.010359    1.847707    0.003010
    35.000000    6.000000     15    3.117550    0.005584    4.333060    0.006583    1.389893    0.003264
    35.000000    6.000000     25    1.086250    0.003296    1.103540    0.003322    1.015917    0.004342
    35.000000    6.000000     35    0.332400    0.001823    0.284790    0.001688    0.856769    0.006918
    35.000000    6.000000     45    0.101640    0.001008    0.082530    0.000908    0.811983    0.012031
    35.000000    6.000000     55    0.030410    0.000551    0.025620    0.000506    0.842486    0.022593
    35.000000    6.000000     65    0.009930    0.000315    0.007670    0.000277    0.772407    0.037130
    35.000000    6.000000     75    0.002940    0.000171    0.002550    0.000160    0.867347    0.074222
    35.000000    6.000000     85    0.001080    0.000104    0.000820    0.000091    0.759259    0.111211
    35.000000    6.000000     95    0.000270    0.000052    0.000280    0.000053    1.037037    0.279714
    35.000000    6.000000    105    0.000040    0.000020    0.000120    0.000035    3.000000    1.732051
    35.000000    6.000000    115    0.000000    0.000000    0.000040    0.000020    Infinity    Infinity
    35.000000    6.000000    125    0.000010    0.000010    0.000000    0.000000    0.000000    0.000000
    35.000000    6.000000    135    0.000000    0.000000    0.000000    0.000000         NaN         NaN
    35.000000    6.000000    145    0.000000    0.000000    0.000010    0.000010    Infinity    Infinity
    35.000000    6.000000    155    0.000000    0.000000    0.000000    0.000000         NaN         NaN
    35.000000    6.000000    165    0.000000    0.000000    0.000000    0.000000         NaN         NaN
    35.000000    6.000000    175    0.000000    0.000000    0.000000    0.000000         NaN         NaN
    35.000000    6.000000    185    0.000000    0.000000    0.000000    0.000000         NaN         NaN
    35.000000    6.000000    195    0.000000    0.000000    0.000000    0.000000         NaN         NaN
