    35.000000    6.000000      5    5.466470    0.007394   10.348560    0.010173    1.893097    0.003165
    35.000000    6.000000     15    3.202700    0.005659    4.316200    0.006570    1.347675    0.003143
    35.000000    6.000000     25    1.158500    0.003404    1.132940    0.003366    0.977937    0.004086
    35.000000    6.000000     35    0.356940    0.001889    0.293130    0.001712    0.821230    0.006473
    35.000000    6.000000     45    0.108900    0.001044    0.083330    0.000913    0.765197    0.011137
    35.000000    6.000000     55    0.033770    0.000581    0.025900    0.000509    0.766953    0.020032
    35.000000    6.000000     65    0.011040    0.000332    0.007890    0.000281    0.714674    0.033317
    35.000000    6.000000     75    0.003500    0.000187    0.002330    0.000153    0.665714    0.056287
    35.000000    6.000000     85    0.001110    0.000105    0.000790    0.000089    0.711712    0.104763
    35.000000    6.000000     95    0.000370    0.000061    0.000340    0.000058    0.918919    0.218306
    35.000000    6.000000    105    0.000150    0.000039    0.000110    0.000033    0.733333    0.291103
    35.000000    6.000000    115    0.000050    0.000022    0.000060    0.000024    1.200000    0.726636
    35.000000    6.000000    125    0.000000    0.000000    0.000020    0.000014    Infinity    Infinity
    35.000000    6.000000    135    0.000000    0.000000    0.000010    0.000010    Infinity    Infinity
    35.000000    6.000000    145    0.000000    0.000000    0.000000    0.000000         NaN         NaN
    35.000000    6.000000    155    0.000000    0.000000    0.000000    0.000000         NaN         NaN
    35.000000    6.000000    165    0.000000    0.000000    0.000000    0.000000         NaN         NaN
    35.000000    6.000000    175    0.000000    0.000000    0.000000    0.000000         NaN         NaN
    35.000000    6.000000    185    0.000000    0.000000    0.000000    0.000000         NaN         NaN
    35.000000    6.000000    195    0.000000    0.000000    0.000000    0.000000         NaN         NaN
